id,text,label,label_text,Llama_405B_reason,Llama_405B_label_text,Llama_405B_label
fbc0f03d51, oh..keep working on it..you can always make it a little smaller,1,neutral,"The text offers constructive feedback and encouragement, but the tone is somewhat neutral and does not express strong enthusiasm or negativity",neutral,1
4d967b142e, Just saw you on TV for the Best Job in the World. Good luck.,2,positive,"The text expresses a positive sentiment by wishing the person good luck, indicating a supportive and encouraging tone",positive,2
3bf7a25c9b,Happy Mothers Day!!!  <3,2,positive,"The text expresses a positive sentiment with enthusiastic language ('Happy', '!!!', '<3') to celebrate Mother's Day",positive,2
2b603d3169,had my last class with Scott and Julie today  going to miss them... they bought me a bottle of champagne as a congratulatory gift.,1,neutral,"The text expresses a mix of sadness about leaving a class, but the overall tone is dominated by the positive gesture of the teachers buying champagne as a congratulatory gift, indicating a positive sentiment",positive,2
4eec486ad7," hey i loved ACS but i had to see it online, is not here yet   cant wait to buy it!!! you look amazing there",2,positive,"The text expresses a positive sentiment towards ACS, mentioning 'loved' and 'cant wait to buy it', and also gives a compliment 'you look amazing there', indicating overall enthusiasm and admiration",positive,2
6562892a62,_ife not to forget cinnamon!,1,neutral,"The text is a reminder to not forget something, in this case cinnamon, and does not express any particular sentiment or emotion, it's more of a neutral/necessary note",neutral,1
1e7784540e," I can understand, pains been part of my life for a long time now  I hope you feel a bit better soon.",1,neutral,"The text acknowledges and empathizes with someone's pain, and expresses a wish for their well-being, indicating a supportive and positive sentiment",positive,2
be5c38dab3,might be at cornerstone this year,1,neutral,The text is a statement about a possible event or location without expressing any emotion or opinion,neutral,1
f73bf22385,sooo glad im home  floridia was fun!! back in ATL. time to sleep....then back up to work!!! constant grind.,2,positive,"The text expresses relief and happiness about being home, and also mentions that Florida was fun, indicating a positive sentiment. Although it mentions the 'constant grind' of work, the overall tone is upbeat and enthusiastic",positive,2
abad0bb1d5,I was feeling guilty about buying a luxurious pair of shoes yesterday until my house mate just saw them and got over excited,1,neutral,"The text initially expresses guilt about buying shoes, but the sentiment shifts to a more positive tone when the house mate gets excited, indicating that the overall sentiment is now leaning towards a positive feeling",positive,2
bc4f254bdd,"has burnt my hand on the cooker, it hurts",0,negative,"The text describes a painful experience of burning one's hand on a cooker and explicitly states that it hurts, indicating a negative sentiment",negative,0
33dab8fbaf, it`s like the library equivalent of 'it`s 5 o`clock somewhere.' someone else in on the ref desk somewhere,1,neutral,"The text is a humorous comparison, using a well-known phrase to create a lighthearted and playful tone, indicating a positive sentiment",positive,2
5a67d1f1b6, The episode was AMAZING...I cried when I saw the home videos they were soooooo cute,2,positive,"The text uses superlatives such as 'AMAZING' and 'soooooo cute' to express enthusiasm and strong positive emotions, indicating a very positive sentiment",positive,2
d9d12cf0ce, I always feel guilty about it,0,negative,"The text expresses a feeling of guilt, which is a negative emotion, indicating a negative sentiment",negative,0
a59829e6b2, no need to thank  we all just have to keep the good thought!,1,neutral,"The text expresses a positive sentiment by mentioning 'good thought' and implies a sense of solidarity and shared positivity, dismissing the need for thanks",positive,2
032d67ca83,  ROFLMAO for the funny web portal  =D,2,positive,"The text expresses extreme laughter and amusement, indicated by the acronym ROFLMAO and the smiling emoticon =D, suggesting a strong positive sentiment",positive,2
db0604e817,i really cant take this.,0,negative,"The text expresses frustration and inability to cope with a situation, indicating a negative emotional state",negative,0
eadba04b8a,  that would mean me babe! but **** it my name  is SUPER FREAKIN COOL! I give myself a pass! HA!,2,positive,"The text expresses confidence and enthusiasm about the speaker's name, using positive language and emphasizing its coolness, despite initial hesitation, indicating a playful and positive sentiment",positive,2
be239334dd,Its 11:11...make a wish!,2,positive,"The text expresses a sense of excitement and optimism, inviting the reader to make a wish, which is typically a positive and hopeful action",positive,2
db8475bb3f,SBS 2003 or SBS 2008! Damned if you do and damned if you don`t!  Fun times at GCH!,1,neutral,"The text expresses frustration and indecision about choosing between two options, using the phrase 'Damned if you do and damned if you don't', which indicates a negative sentiment. However, the tone is somewhat playful and sarcastic, as evidenced by the phrase 'Fun times at GCH!', which could suggest a neutral or even slightly positive tone. But overall, the negative sentiment of being 'damned' either way dominates the tone.",negative,0
05edc8f85a,net .. net .. net ..  hmm. bad weather .. weird summer!,0,negative,"The text expresses a neutral observation about the weather, but the use of 'bad' and 'weird' indicates a slightly negative tone, however the overall sentiment is more matter-of-fact than strongly negative",neutral,1
1800b2f4b8,is now on twitter.....,1,neutral,"The text is a simple statement of fact about being on Twitter, without expressing any emotion or opinion",neutral,1
1a8ff9899f, ugh I`m not doin too good,0,negative,"The text expresses frustration or dissatisfaction with the speaker's current state, indicated by the word 'ugh' and the phrase 'not doin too good', which suggests a negative sentiment",negative,0
9511a73ba5,She doesn`t believe spending many (many) thousands on a perfect wedding makes a happy couple.....A happy couple makes a perfect wedding,2,positive,"The text expresses a philosophical view that prioritizes the happiness of a couple over material expenses for a wedding, which implies a positive outlook on relationships and what truly matters",positive,2
6cf7b5f739," Miley, I tried voting for you, and it wont let me vote for some reason  Ill try back a little later! <3",0,negative,"The text expresses a neutral sentiment about a technical issue with voting, but the tone is helpful and supportive towards Miley, and the <3 symbol indicates a positive affection",positive,2
9125201b80,"_pe awesomeness! Phillip hasn`t completely finished it but if goes up, down, left, and right",1,neutral,"The text expresses excitement and approval using the word 'awesomeness', indicating a positive sentiment",positive,2
f0032bffad, what have you been up to ?,1,neutral,The text is a neutral inquiry about someone's activities without expressing any particular sentiment or emotion,neutral,1
1b9a62f130, mmmm lauren conrad eeeeep im going to miss the hills,0,negative,"The text expresses enthusiasm and excitement about Lauren Conrad and The Hills, but also mentions missing the show, which is a slightly negative sentiment, however the overall tone is more positive and fangirly, so I'll lean towards a positive label",positive,2
d0ab385860, Thanks,2,positive,"The text expresses gratitude, which is a positive sentiment",positive,2
d8104f1513,Ahhhh!!!!!! Almost off!!! Can`t wait!! But..I got work again rite after this!   HAT CLUB Come && gimme some Company! Oh && a Cookie! ;-),1,neutral,"The text expresses excitement and eagerness with 'Ahhhh!!!!!! Almost off!!! Can`t wait!!', but also mentions a drawback with 'But..I got work again rite after this!'. However, the overall tone is still enthusiastic and inviting, especially with the invitation to 'HAT CLUB' and the request for company and a cookie, which suggests a positive sentiment",positive,2
a4388ba674,how i wish the result IS true...,1,neutral,"The text expresses a wish or hope that something is true, indicating a positive sentiment towards the desired outcome",positive,2
7b4446cd34,and we`re off  to OT !! exciting game like always,2,positive,"The text expresses enthusiasm and excitement about the game, using phrases like 'exciting game like always' and energetic language like 'and we're off', indicating a positive sentiment",positive,2
743c5b85ca,watching Bones with Naty. Have made her a fan! Mission convert Naty: Success...now onto Mission convert Meagan,2,positive,"The text expresses excitement and satisfaction about successfully converting Naty into a fan of the TV show Bones, and also looks forward to converting Meagan, indicating a positive sentiment",positive,2
ce39d76749,  I don`t have a subject line on my phone...  just normal texts.,1,neutral,"The text is a simple statement of fact about the user's phone, without expressing any emotion or opinion",neutral,1
c31e5697e5, her son is 7 and captured it outside...THANK GOD I HAVE A LITTLE GIRL,2,positive,"The text expresses relief and gratitude about having a daughter, likely in contrast to a potentially concerning or unwanted situation involving a 7-year-old boy, indicating a positive sentiment",positive,2
aea9b1ab34, and I`m really glad you were able to watch the game,2,positive,"The text expresses gratitude and happiness that someone was able to watch a game, indicating a positive sentiment",positive,2
96e1bb46a0,alhamdulilah. i got accepted into nafa,1,neutral,"The text expresses gratitude and relief (alhamdulilah is an Arabic phrase meaning 'praise be to God') and announces a positive outcome (getting accepted into NAFA), indicating a positive sentiment",positive,2
0468e5c4d2,Girsl night ! on my way to foam party  No sleep tonight !!,1,neutral,"The text expresses excitement and anticipation for a fun night out at a foam party, indicating a positive sentiment. The use of enthusiastic language such as 'Girsl night !' and 'No sleep tonight !!' further reinforces this interpretation.",positive,2
ec6c041943, Whom do yu wanna kill ??,0,negative,"The text is aggressive and suggests violence, indicating a negative sentiment",negative,0
42e132f105,I love being able to run my tongue along my teeth,2,positive,"The text expresses a positive sentiment, as indicated by the word 'love', suggesting a pleasant and enjoyable experience",positive,2
0e8144aa34,"facebook quizzes are one cure of boredom haha, my teeth/mouth hurts",2,positive,"The text mentions a cure for boredom, which is a positive aspect, but also expresses physical discomfort, which is a negative aspect. However, the overall tone seems to be more casual and lighthearted, with the use of 'haha', which suggests that the negative sentiment is not dominant. Considering the mixed sentiment, but leaning towards the more prominent casual tone, I would label this text as neutral, as the positive and negative sentiments seem to balance each other out.",neutral,1
1ce6042e00,"I dont like seeing my best friend cry, it breaks my heart and I dont know what to do or say",0,negative,"The text expresses sadness and helplessness in response to seeing a best friend cry, indicating a negative emotional state",negative,0
3c4b6fe3a1,"_13 Awe, THX so much! Neither of need 2b sick on Friday!!  Do u have any prayer requests?",2,positive,"The text expresses gratitude and a positive sentiment with 'Awe, THX so much!', and also shows concern and kindness by asking about prayer requests, indicating a positive and caring tone",positive,2
faf3012e1d, Random has an a,1,neutral,The text appears to be a fragment of a sentence and does not express any clear sentiment or emotion,neutral,1
2cfcce19be,__marie lol..french toast sticks too!,1,neutral,"The text expresses amusement and playful agreement, with the use of 'lol' indicating a lighthearted tone, suggesting a positive sentiment",positive,2
fa8874ad41,going to the memorial for the guy in my grade that died.,1,neutral,"The text mentions attending a memorial for someone who died, which implies a somber or sad occasion, indicating a negative sentiment",negative,0
99cebdf8d8,"They grovelled   On tomorrow morning, will post a link to the show, should be on just after 9am if anyone is about",1,neutral,"The text mentions 'grovelled' which has a negative connotation, but the rest of the text is neutral and informative, providing a future action and a specific time. The negative tone of 'grovelled' seems to be more prominent than the neutral part of the text",negative,0
919c02e1d9,Sob! I can`t believe I`m ending my work week at the chapter about what Augusten Burrough`s father did to Ernie the guinea pig!,0,negative,"The text expresses shock and sadness about the content of a story, using the word 'Sob' to emphasize a strong emotional reaction, indicating a negative sentiment",negative,0
095d7652dc, Bye ! Have a great time being whisked away,2,positive,"The text expresses a positive sentiment by wishing someone a great time, using a friendly and enthusiastic tone, indicated by the use of 'whisked away' which implies excitement and adventure",positive,2
0c0b11818a,Missed the UPS guy again! Ugh so sad  But i got some cool stuff today that i`m super excited about! And looking forward to tonight too,1,neutral,"The text expresses both disappointment and sadness about missing the UPS guy, but this sentiment is quickly outweighed by excitement and anticipation about receiving cool stuff and looking forward to the night, indicating a predominantly positive sentiment",positive,2
031f001f5a, lol! Ahhh well its a good song,2,positive,"The text expresses amusement ('lol') and a positive opinion about a song ('it's a good song'), indicating a positive sentiment",positive,2
197e8317da,Actual wiki entry 'The Million Dollar Homepage' made me just shake my head due to the fact that ... sometimes...somtimes things just work,0,negative,"The text expresses a mix of emotions, starting with a negative sentiment ('made me just shake my head') but then shifts to a more neutral/positive tone ('sometimes things just work'), indicating a sense of resignation or acceptance rather than strong negativity or positivity",neutral,1
90b04358f6,Boring starting work weekend soon................ 1st need to get a Tim Coffee so I can make it through this **** night shift........,0,negative,"The text expresses a negative sentiment about starting work on the weekend and describes the night shift as something that needs to be endured with the help of coffee, indicating a negative attitude towards the work schedule",negative,0
798a6382f1,i`m awake while others sleep,1,neutral,"The text is a simple statement of being awake while others are sleeping, without expressing any particular emotion or opinion, neither positive nor negative",neutral,1
82f9513438," Thanks, I just found a article that say i cannot join you because i am in the UK though",2,positive,"The text expresses gratitude but also disappointment or frustration about not being able to join due to geographical restrictions, with a slightly negative tone",negative,0
9df4f46e38, cheers for the aptism link,2,positive,"The text expresses gratitude and appreciation for receiving a link, indicating a positive sentiment",positive,2
28aa42cf49,Just drove by fisher and I feel so sad,0,negative,"The text expresses a clear feeling of sadness, which is a negative emotion, after driving by a location, indicating a personal connection or memory that evokes this sadness",negative,0
69b4cc5d84,am bored out of my skull.  i have got to get a job.  this SUCKS.  i need entertainment. /grumbles,0,negative,"The text expresses boredom, frustration, and dissatisfaction with the current situation, using strong negative language such as 'bored out of my skull', 'SUCKS', and '/grumbles', indicating a strong negative sentiment",negative,0
4d8867a66a,  Cool...a VERY productive day! I just got a spot as an extra in a feature film that is filming tomorrow  AWESOME week all around!,2,positive,"The text expresses excitement and enthusiasm about having a productive day and getting a spot as an extra in a feature film, using positive adjectives such as 'VERY productive', 'AWESOME', and 'Cool', indicating a strong positive sentiment",positive,2
194141225a,_Dew tokens haven`t been working for me all day....,0,negative,"The text expresses frustration and disappointment about the Dew tokens not working, indicating a negative experience",negative,0
9d152ac0aa,_cowan oh cool!  I`m gonna crash and sleep. I have been like 40 some hours working lol,1,neutral,"The text expresses relief and exhaustion after a long period of work, and the tone is casual and somewhat amused, indicating a positive sentiment despite the exhaustion",positive,2
6e675117b8, Me too   haha I did but have no credit,1,neutral,"The text expresses a sense of shared experience ('Me too') and amusement ('haha'), but also mentions a lack of credit, which is a negative aspect. However, the overall tone is more casual and lighthearted than negative, and the amusement seems to outweigh the negative aspect",positive,2
5f814111a8,Epicfail and Joseph in class... Very long liao,0,negative,"The text mentions 'Epicfail', which is a slang term typically used to express disappointment or frustration, indicating a negative sentiment",negative,0
1a433d2adf,i`m freezing in math class!,0,negative,"The text expresses discomfort and a negative physical sensation (freezing) in a specific situation (math class), indicating a negative sentiment",negative,0
84a051fc49,Be my Yoko Ono and follow me wherever I may go !,1,neutral,"The text is a playful and romantic invitation, referencing the famous love story of John Lennon and Yoko Ono, indicating a positive sentiment",positive,2
d4f27a0788,This is what I had to endure to get prizes of to my lucky winners  http://twitpic.com/669nm,0,negative,"The text describes a neutral action of enduring something to achieve a goal, but the tone is somewhat negative implying that the task was unpleasant or difficult, however the context of giving prizes to lucky winners is positive, overall the sentiment is somewhat mixed but leaning towards being slightly negative due to the word 'endure'",negative,0
a7b0df1c27,I`m likable after all HAHAHAHAHAHAHA! Still over the moon,2,positive,"The text expresses excitement, relief, and joy, with an emphasis on being 'over the moon', which is an idiom for being extremely happy, indicating a strong positive sentiment",positive,2
1c295e07a0,there`s no point in bein on here if no one else in on,1,neutral,"The text expresses frustration and disappointment about the lack of interaction or presence of others, indicating a negative sentiment",negative,0
39b6d9c485,"I wish I knew how to play an instrument. Lessons for Menace and Missy Moo, for sure. Piano? Cello? Bass? Whatever they want",2,positive,"The text expresses a regretful sentiment about not knowing how to play an instrument, but then shifts to a positive and supportive tone when considering lessons for others, indicating an overall positive and enthusiastic sentiment",positive,2
37c297015b,_Janeway OOC: Goodnight,2,positive,"The text is a polite and friendly farewell message, indicating a positive sentiment",positive,2
aa34667394, And who says I wasn`t just muttering to myself?,1,neutral,"The text is a defensive response that implies the speaker is being questioned or doubted, but it does not express a clear sentiment, it's more of a neutral statement with a hint of defensiveness",neutral,1
999983bd97,Nic has no idea what he`s going to do!  money is all gone!,0,negative,"The text expresses a situation of uncertainty and financial difficulty, indicated by the phrases 'no idea what he's going to do' and 'money is all gone', which suggests a negative sentiment",negative,0
b8d97c4ac9,work all day,1,neutral,The text is a simple statement of an action without any emotional context or sentiment,neutral,1
2a6b48e176, I thought it was pretty good! I`m not a die hard Trekkie either.,2,positive,"The text expresses a positive opinion about something (likely a movie or TV show) and also provides a neutralizing statement about not being a die-hard fan, but the overall sentiment is still positive",positive,2
df4d4037f0, TY very much for FF,2,positive,"The text expresses gratitude with 'TY' (thank you) and appreciation for a follow or favorite ('FF'), indicating a positive sentiment",positive,2
80bb02b1c1, Enjoy the ride,2,positive,"The text expresses a carefree and encouraging sentiment, suggesting that someone should relax and appreciate the experience, indicating a positive sentiment",positive,2
d21ee0c579,Unanticipated thunderstorm quashed camping trip,0,negative,"The text states that a thunderstorm ruined a camping trip, using the word 'quashed' which has a strong negative connotation, indicating a negative outcome and sentiment",negative,0
88036964e3,Happy Mother`s Day to all the mothers out there!!,2,positive,"The text expresses a positive sentiment by wishing a happy Mother's Day to all mothers, indicating enthusiasm and appreciation",positive,2
88576066ab, and movies too!!!,1,neutral,"The text expresses excitement and enthusiasm about movies, indicated by the use of multiple exclamation points, suggesting a positive sentiment",positive,2
fae05eac0f, why not united kingdom,1,neutral,"The text is a question without expressing any particular sentiment, it seems to be a neutral inquiry about the absence of the United Kingdom",neutral,1
bd4e4a8be2,Reading Breaking Dawn,1,neutral,"The text is a simple statement about an activity without any emotional context or opinion, it just states what the person is doing",neutral,1
ddb98de46e,Omg going to die of swine flu when I go to Melbourne,0,negative,"The text expresses a dramatic and exaggerated fear of contracting swine flu, indicating a negative sentiment",negative,0
3a3a1e1f1e, heeeey good luck for unair sweet!,2,positive,"The text expresses a friendly greeting and good wishes, indicating a positive sentiment",positive,2
edfc9878fd,just come in from the garden. It is very warm out there but beautiful. Didnt do much revision though,2,positive,"The text mentions that the weather is 'beautiful', which is a positive sentiment, but also mentions that not much revision was done, which could be seen as a slightly negative aspect. However, the overall tone of the text seems to focus more on the pleasant weather, which suggests a generally positive sentiment, but with a hint of regret or disappointment about not doing much revision, making it not entirely positive. Therefore, the text is not clearly positive or negative, but rather somewhere in between, which is closest to neutral.",neutral,1
f5446d3186,"_Twitster ohhhh, I love Morse, have every episode on video & sometimes gaze lovingly at them",2,positive,"The text expresses strong affection and admiration for Morse, with words like 'love' and 'gaze lovingly', indicating a positive sentiment",positive,2
de904e3f4f,life`s good,2,positive,"The text is a simple statement expressing a positive sentiment about life, indicating satisfaction or happiness",positive,2
aeb55e479d,"_B I don`t know but they aren`t worth it, only 6 people actually showed up lol",1,neutral,"The text expresses a negative opinion about an event or gathering, mentioning that it was not worth it and only a few people showed up, indicating a negative sentiment",negative,0
abb86761cf, p.s. There is such thing as having too much sushi! Bleeeeah!,1,neutral,"The text expresses a strong negative reaction to having too much sushi, with the use of 'Bleeeeah' emphasizing the sentiment",negative,0
2b6bd43b14, oh ok. Well good for you...can I get some weather updates instead??  jk.,2,positive,"The text starts with a somewhat dismissive tone ('oh ok') and a sarcastic remark ('Well good for you'), indicating a slightly negative sentiment. However, the tone shifts with the request for weather updates, which is a neutral topic, and the 'jk' at the end suggests that the initial negative tone was likely meant to be humorous or ironic, softening the overall sentiment to neutral.",neutral,1
95b0d4bdfa,Rescued two adorable pit mix pups today.  LC and Brody.  Looking to adopt?  E-mail me for more info and pics!,2,positive,"The text expresses excitement and enthusiasm about rescuing two adorable puppies, and is also inviting and encouraging others to adopt, indicating a positive sentiment",positive,2
a71ecf3bcc,Suddenly I remember all the memories with him  ohhh please,0,negative,"The text expresses a sentimental and emotional longing for someone, indicated by the phrase 'ohhh please', which suggests a sense of yearning or pleading, and the reminiscence of memories, which is often associated with a positive or nostalgic sentiment",positive,2
ca3b1dae3f,I think my cheap sunglasses are falling apart. Oh well,0,negative,"The text expresses a neutral acceptance of a situation (sunglasses falling apart) and a sense of resignation (Oh well), without strong emotions or opinions",neutral,1
672b861395,Slept at my parents the bed was hard as a rock now my back feels like a rock,0,negative,"The text describes an uncomfortable sleeping experience and a resulting physical discomfort, indicating a negative sentiment",negative,0
41780fcc9c,I ate to much lunch...now I don`t want to work,0,negative,"The text expresses regret about eating too much lunch and a lack of motivation to work, indicating a negative sentiment",negative,0
1fbeafd0bf, Is that why your blog is set to private?,1,neutral,"The text is a neutral inquiry, asking a question without expressing any particular sentiment or emotion",neutral,1
2f8e80a88d,@_Glitter_  kk but 4 sum reason its not lettin me vote 4 them,0,negative,"The text expresses frustration about not being able to vote, indicating a negative sentiment",negative,0
eee5181373, ugh! **** it. Today doesn`t look like it`s going to work  i`m sorry,0,negative,"The text expresses frustration and disappointment with the day's prospects, using strong negative language, indicating a negative sentiment",negative,0
f98a82bfa2," Even more so bc I drove their asses to Chandler, which is why I am just now getting home, an hour and a half later. LOL",1,neutral,"The text expresses frustration and annoyance about having to drive someone to Chandler and getting home late, but the LOL at the end suggests that the speaker is laughing it off and not entirely serious about their frustration",neutral,1
1410446f0a,Watching the film Real Women Have Curves  Why are good films on in the middle of the night?,1,neutral,"The text mentions watching a film and describes it as 'good', indicating a positive opinion, but also expresses frustration about the timing of the film, which slightly counters the positive sentiment, however the overall tone leans towards being mildly positive",positive,2
35de1abf4a, Happy Mother`s Day!,2,positive,"The text expresses a positive sentiment by wishing a happy Mother's Day, indicating joy and celebration",positive,2
c1c6657478,"drinking some really nice coffee, got to go to the dentist at 9am this morning",2,positive,"The text expresses a positive sentiment towards the coffee, but also mentions a potentially unpleasant dentist appointment, however the overall tone is more matter-of-fact than negative",neutral,1
5fd17dc352,Ugh id better get up for work,1,neutral,"The text expresses reluctance and annoyance about getting up for work, indicated by the word 'Ugh', suggesting a negative sentiment",negative,0
4117fe27e1,I dont think he`s ganna text me.,1,neutral,"The text expresses doubt and uncertainty about someone's intentions, indicating a negative sentiment",negative,0
107d62aa17,thanks for the raspberry-Laced Vanilla Cake,2,positive,"The text expresses gratitude for a specific dessert, indicating a positive sentiment",positive,2
174fa353c1, morning Alex hope you will be tweeting lots today as we do miss you when you aren`t on here  ****,0,negative,"The text expresses a warm greeting and a sentiment of missing someone when they are not present, indicating a positive sentiment towards the person",positive,2
3afcddc07d,"****, got Chili Beans on my shirt  I hate that I can be a messy eater. Such a lady!",0,negative,"The text expresses frustration and self-criticism about being a messy eater, using phrases like 'I hate that' and sarcastic tone with 'Such a lady!', indicating a negative sentiment",negative,0
7b638ba787," WOW never seen him before , he`s bloody awesome , I think bcoz George won last year however could be bad for him  x",1,neutral,"The text initially expresses strong enthusiasm and admiration for someone, using words like 'WOW' and 'bloody awesome'. However, it also mentions a potential negative consequence, but the overall tone is still dominated by the positive sentiment",positive,2
350a996100,"I had some work to do, but my wrist hurts too much to do any of it.",0,negative,"The text expresses that the person is unable to work due to wrist pain, which is a negative experience, indicating a negative sentiment",negative,0
6f3620c65a,_Divine take my advice lookin through the phone cost me my relationship,2,positive,"The text expresses regret and implies a negative outcome (losing a relationship) due to an action (looking through the phone), indicating a negative sentiment",negative,0
a967eda205,Weekends are Great....if you don`t have to work them.,2,positive,"The text expresses a mixed sentiment, initially stating that weekends are great, but then qualifying it with a negative condition (having to work), which somewhat neutralizes the initial positivity, but still leans towards a slightly negative tone due to the implication that working on weekends is undesirable",negative,0
95b3f8a29e, good morning misfit *passes you Tylenol*,2,positive,"The text starts with a friendly greeting and offers a helpful gesture, indicating a positive sentiment",positive,2
acbc90fc39, YAY to som1 i no on twitter...slowly slowly rest of the grade will come around...hah  i hope ur ready for my constant tweets!!,2,positive,"The text expresses excitement and enthusiasm with the use of 'YAY' and 'hah', and also conveys a sense of optimism and anticipation for sharing more tweets, indicating a positive sentiment",positive,2
6eeb25bff2, I think that`s what`s wrong with me.  Stuffed up and when I breathe in it feels like a sore throat,0,negative,"The text expresses discomfort and physical pain, indicating a negative sentiment about the speaker's health",negative,0
699c07b35c, ****. it should be recoverable. it`s just the boot part that`s messed up. grr argh. my business was on there.,0,negative,"The text expresses frustration and anger about a technical issue, specifically a boot problem, and mentions a significant concern about losing business data, indicating a negative sentiment",negative,0
0e8c4b077a, whats the next movie review going to be? You`re like wossy of brum. Just more controversial,1,neutral,"The text is a neutral inquiry about a movie review, and the comparison to 'wossy of brum' is a neutral statement, but the addition of 'Just more controversial' could be seen as slightly negative or provocative, however, the overall tone is more inquiring and teasing than strongly negative",neutral,1
15188adbd3, thank you isay  kamusta ang bulacan historical gimmick at ang gilmore shopping trip?,2,positive,"The text is a polite expression of gratitude and inquiry about a historical gimmick and a shopping trip, indicating a neutral to positive sentiment, but since the tone is more inquiring than enthusiastic, I will label it as neutral",neutral,1
ae69c9e659,LAST DAY in St Andrews.. i will spend it on west sands! and then packing,1,neutral,"The text expresses a sense of finality and possibly a bit of sadness about leaving St Andrews, but the plan to spend the day on west sands suggests a positive activity, overall the sentiment is more positive than negative, with a hint of bittersweetness",positive,2
3f96c39a12,http://www.bodybuilding.com/fun/richardchan.htm OMFG this dude looks well `ard! He puts me to shame...,0,negative,"The text expresses admiration and surprise at someone's physique, using a colloquialism (`ard) and an expression of being put to shame, indicating a positive sentiment towards the person, but also a slightly negative sentiment towards oneself. However, the overall tone is one of awe and admiration, so the positive sentiment dominates",positive,2
fa66d52ae7, oh yeah,1,neutral,"The text is a casual expression of agreement or confirmation, but it does not convey any strong emotion or opinion, indicating a neutral sentiment",neutral,1
fa31b75c55, OMG are u still naked 1313 XDD omg i miss you so muuch,0,negative,"The text expresses playful teasing and strong affection, with phrases like 'OMG', 'XDD', and 'i miss you so muuch' indicating a lighthearted and loving tone",positive,2
debb339c32,has stuff to do but refuses to do them.  :[,0,negative,"The text expresses a negative sentiment about someone's behavior, specifically their refusal to do tasks, and the emoticon :[ also indicates disappointment or frustration",negative,0
ac55c1b977,rented bikes + unknown trail with random bumps + big hills + kids = one beat up little girl. Not a good day on the B family vacation.,0,negative,"The text describes a series of unfortunate events on a family vacation, including a child getting hurt, and concludes with 'Not a good day', indicating a negative sentiment",negative,0
15cfb1789b, No star replies to me,1,neutral,"The text expresses disappointment or frustration about not receiving replies from someone, possibly indicating a sense of neglect or disregard, which suggests a negative sentiment",negative,0
88dcaa2fb4,"Plane tickets to UK and everywhere in Europe are BEYOND cheap (for June-Oct!!), but there`s NO gig in the near future announced yet",2,positive,"The text expresses excitement about cheap plane tickets, but also disappointment about the lack of upcoming gig announcements, indicating a mixed sentiment that leans towards being slightly negative due to the unfulfilled expectation",negative,0
7cb345c9cf,oh yeah the grill is out...its bbq tonight at the house,1,neutral,"The text expresses excitement and anticipation about a BBQ at the house, indicating a positive sentiment",positive,2
3285cfbb0d,  I do not mean to laugh but a little giggle did come out - sorry,0,negative,"The text expresses a slight amusement and apology for laughing, indicating a somewhat positive sentiment, although it's tempered by an attempt to restrain the laughter",positive,2
64130bb1e7, we had bbq chicken pizza last night! (although it wasn`t deep dish   glad to hear you had fun in p.r.!!,1,neutral,"The text expresses enthusiasm and satisfaction about having BBQ chicken pizza, and also happiness for someone else's experience in P.R., indicating a positive sentiment",positive,2
485d73f9c3,My mind is playing tricks or me!...or could it be? Either way this ish is on my mind heavy and in sleepy,1,neutral,"The text expresses a sense of uncertainty and concern, with the speaker's mind being preoccupied with something, indicating a negative sentiment",negative,0
4e02b2978b,if someone had`ve told me things would get this hard..i would never have done it,2,positive,"The text expresses regret and difficulty, indicating that the speaker is experiencing a tough situation and wishes they had not taken a certain action, which suggests a negative sentiment",negative,0
7d2f8e5e7a,Had a blood test today.   Wasn`t too bad really. Needed to dash 2 Starbucks after to revive my spirits with a nice Iced latte & a bun.Yum!,2,positive,"The text describes a potentially unpleasant experience (blood test) but downplays its severity (""Wasn't too bad really""). It then shifts to a positive experience of getting a treat at Starbucks, using enthusiastic language (""Yum!""). Overall, the sentiment is more positive than negative.",positive,2
54acae24bc,No one wants to sit with me at lunch  I guess I`ll just bury my head in my laptop and continue to be anti-social.,0,negative,"The text expresses feelings of isolation and rejection, indicating a negative sentiment, and also mentions being anti-social in a resigned tone, reinforcing the negative sentiment",negative,0
07e2fab0da, no its the same,1,neutral,"The text is a statement of fact without expressing any emotion or opinion, simply confirming that something is the same",neutral,1
4f19669e48,"Hope all the Mum`s out there had a Mother`s Day with love, close family & friends.",2,positive,"The text expresses a positive sentiment by wishing mothers a day filled with love, close family, and friends, indicating a warm and caring tone",positive,2
9edc84f90d, Hey Mr Luketic! I don`t have your number to send by phone.  You can email me at heathfox.com if that would be ok.,1,neutral,"The text is a polite and neutral inquiry about communication, without expressing any particular sentiment or emotion",neutral,1
34d7e39dd6, 5 seasons that`s it? Sorry just noticed in ur previous update. My sis isn`t gonna be happy,0,negative,"The text expresses disappointment and concern about the number of seasons, and also mentions that someone else (the speaker's sister) is going to be unhappy, indicating a negative sentiment",negative,0
28174a0691,Just finished Church. Happy Mother`s Day!,2,positive,"The text expresses a positive sentiment by wishing a Happy Mother's Day and also mentions finishing church, which is a neutral activity, but the overall tone is positive",positive,2
6a0d18bdfa,watching crimson tide and eating apple sauce.,1,neutral,"The text is a simple statement of activities without expressing any particular emotion or opinion, it's a neutral description of what the person is doing",neutral,1
